HCPCS_CODE,Description,B0_const_Jan2021,B1_time_Jan2021,B2_level_Jan2021,B3_slope_Jan2021,p_const_Jan2021,p_time_Jan2021,p_level_Jan2021,p_slope_Jan2021,R_squared_Jan2021,BIC_Jan2021,B0_const_Jun2020,B1_time_Jun2020,B2_level_Jun2020,B3_slope_Jun2020,p_const_Jun2020,p_time_Jun2020,p_level_Jun2020,p_slope_Jun2020,R_squared_Jun2020,BIC_Jun2020,B0_const_Mar2021,B1_time_Mar2021,B2_level_Mar2021,B3_slope_Mar2021,p_const_Mar2021,p_time_Mar2021,p_level_Mar2021,p_slope_Mar2021,R_squared_Mar2021,BIC_Mar2021,N_obs,BIC_min,Best_Intervention_BIC,R_squared_max,Best_Intervention_R_squared,Agreement
96116," Neurobehavioral status exam, first hour. ",1683.3342,17.938,433.395,-0.5233,2.08e-35,0.0127,0.0487,0.952,0.6378,1147.0002,1589.0769,28.6523,-81.6145,-2.0479,3.65e-21,0.0108,0.7512,0.8681,0.6177,1151.0617,1643.5438,21.5208,342.1695,-4.1969,1.16e-32,0.0012,0.1287,0.6379,0.6313,1148.3294,75,1147.0002,Jan-21,0.6378,Jan-21,Agree
96121," Neurobehavioral status exam, each additional hour. ",533.8788,13.7902,-136.362,-18.282,0.0009,0.1366,0.1433,0.0519,0.1616,850.4575,347.4571,49.622,-404.1282,-53.825,0.0168,0.0281,0.1174,0.0179,0.3038,838.7563,550.4567,11.4625,-137.3765,-15.728,0.0005,0.1669,0.0986,0.0643,0.1519,851.1863,63,838.7563,Jun-20,0.3038,Jun-20,Agree
96125," Standardized cognitive performance testing, per hour. ",428.0152,-9.4235,106.8015,11.6408,3.99e-16,1.11e-05,0.0224,1.75e-05,0.2253,957.4799,448.8291,-11.534,37.2408,14.513,1.75e-12,0.0013,0.469,0.0001,0.227,957.3189,422.5327,-8.9255,130.7406,10.6386,8.55e-17,3.69e-06,0.0071,5.32e-05,0.2292,957.1059,75,957.1059,Mar-21,0.2292,Mar-21,Agree
96127," Brief emotional/behavioral assessment, per standardized instrument, with scoring and documentation. ",149097.7078,5606.2088,3567.4631,-1282.6675,6.25e-56,9.49e-21,0.8863,0.2183,0.8115,1866.3653,142477.7179,6263.2072,-5833.2052,-1751.7046,1.18e-55,4.34e-12,0.8164,0.113,0.8119,1866.1742,153213.0178,5238.4604,19776.6315,-1260.4487,5.11e-57,3.46e-21,0.4598,0.2277,0.8131,1865.73,75,1865.73,Mar-21,0.8131,Mar-21,Agree
96130," Psychological testing evaluation services, first hour. ",22548.3062,-376.5949,6374.9546,607.7696,1.95e-15,0.0743,0.0661,0.0067,0.3804,1278.8362,22847.8857,-356.0374,-1467.2343,674.6238,2.13e-14,0.2479,0.713,0.0305,0.3771,1279.1675,21696.0254,-256.6271,5505.1979,485.509,1.62e-14,0.159,0.09,0.0176,0.3575,1281.1214,63,1278.8362,Jan-21,0.3804,Jan-21,Agree
96131," Psychological testing evaluation services, each additional hour. ",7748.8514,-37.4367,2799.1673,167.0647,6.17e-30,0.5565,0.022,0.0144,0.7038,1138.4521,7451.4857,45.3429,-892.7903,128.2189,5.2299999999999995e-24,0.6125,0.4997,0.1646,0.6811,1143.1049,7488.4374,-0.6074,2659.5389,123.3016,3.85e-29,0.9907,0.018,0.0421,0.697,1139.8735,63,1138.4521,Jan-21,0.7038,Jan-21,Agree
96132," Neuropsychological testing evaluation services, first hour. ",3479.5766,17.7441,127.5223,102.1906,9.030000000000001e-58,0.2144,0.6129,2.24e-10,0.8988,1003.5386,3108.5714,88.8462,-1351.5181,30.953,1.1100000000000001e-57,0.0011,5.59e-05,0.2623,0.9049,999.6014,3504.0819,14.3647,490.9891,101.8871,2.41e-60,0.2287,0.0549,6.96e-13,0.901,1002.1124,63,1002.1124,Mar-21,0.9049,Jun-20,Disagree
96133," Neuropsychological testing evaluation services, each additional hour. ",2364.3737,-15.0253,-81.6207,82.8347,2.7999999999999996e-54,0.1161,0.6611,1.33e-11,0.7489,980.6135,2122.6857,31.6308,-1055.7857,32.9418,3.08e-41,0.1588,9.37e-05,0.1548,0.7562,978.7416,2372.7876,-16.2111,128.7905,83.1465,5.0000000000000005e-58,0.0439,0.5103,1.08e-12,0.7493,980.5092,63,978.7416,Jun-20,0.7562,Jun-20,Agree
96136, Psychological or neuropsychological test administration and scoring first 30 minutes. ,8010.3098,14.8463,1893.1674,152.9017,6.55e-75,0.642,0.0086,0.0002,0.7931,1125.6564,7925.1714,41.9846,-380.9151,150.7113,1.49e-44,0.5417,0.6572,0.0359,0.7851,1128.0588,7807.8828,43.4203,1781.5625,120.8148,6.08e-74,0.1653,0.0228,0.0068,0.7888,1126.9557,63,1125.6564,Jan-21,0.7931,Jan-21,Agree
96137, Psychological or neuropsychological test administration and scoring each additional 30 minutes. ,5439.4548,-0.0154,2258.3505,92.7042,1.81e-105,0.9995,1.16e-05,0.0012,0.8135,1072.4949,5392.7429,18.644,236.362,106.7258,2.21e-84,0.6361,0.7138,0.012,0.7741,1084.5872,5297.2583,20.1895,2334.0389,63.0844,1.2699999999999999e-104,0.354,2.12e-06,0.024,0.8177,1071.0681,63,1071.0681,Mar-21,0.8177,Mar-21,Agree
96138," Psychological or neuropsychological test administration and scoring by technician, first 30 minutes. ",6422.9825,48.4864,-1035.9406,55.1906,2.6999999999999998e-62,0.0914,0.0197,0.0679,0.72,1043.0577,5764.3714,165.1956,-2088.9067,-77.4798,8.34e-78,0.0003,0.0003,0.1001,0.7141,1044.3805,6594.303,24.6322,-414.7901,75.8778,5.41e-57,0.3715,0.3789,0.009,0.7065,1046.0295,63,1043.0577,Jan-21,0.72,Jan-21,Agree
96139," Psychological or neuropsychological test administration and scoring by technician, each additional 30 minutes. ",2152.4087,-6.8553,-46.5676,63.1476,2.91e-108,0.3939,0.8157,1.19e-08,0.7123,973.3202,2233.1429,-18.8901,-260.8399,71.8648,8.220000000000001e-70,0.2533,0.2147,3.75e-05,0.7146,972.8199,2146.9454,-6.0348,63.34,62.3828,3.47e-119,0.3302,0.7623,2.72e-09,0.7125,973.2727,63,972.8199,Jun-20,0.7146,Jun-20,Agree
96146, Psychological or neuropsychological test administration with single automated standardized instrument via electronic platform,1704.4928,-62.3825,313.7823,56.8098,4.84e-38,1.91e-12,0.0062,1.51e-09,0.8096,850.5667,1834.9429,-85.0571,90.826,81.1642,1e-39,2.26e-06,0.6361,6.61e-06,0.8295,843.5977,1631.5848,-52.0123,194.8464,48.171,1.9699999999999999e-28,3.06e-07,0.1899,5.37e-06,0.7732,861.5916,63,843.5977,Jun-20,0.8295,Jun-20,Agree
Agg_autonomic_testing,,7679.0974,-31.474,1305.9262,27.3331,1.89e-70,0.0587,0.0025,0.187,0.1206,1272.6853,7420.9915,-4.5193,-166.9072,23.1066,5.17e-47,0.8839,0.7887,0.4785,0.0463,1278.7727,7659.5652,-29.6829,1552.0455,16.6833,1.0100000000000001e-72,0.0442,0.0003,0.3853,0.1534,1269.8303,75,1269.8303,Mar-21,0.1534,Mar-21,Agree
Agg_cardiac_monitoring,,462.4685,139.9828,753.9395,222.9532,0.0024,1.12e-64,0.1153,1.39e-22,0.9627,1303.3896,695.0,116.5662,-305.5207,244.0377,5e-09,7.349999999999999e-42,0.3886,3.62e-42,0.9631,1302.4949,399.0545,145.6111,1150.7739,213.7456,0.0125,1.41e-76,0.0213,7.26e-17,0.9626,1303.5689,75,1302.4949,Jun-20,0.9631,Jun-20,Agree
Agg_clotting,,4316.6196,104.4801,1946.1172,-31.7122,5.65e-121,1.8399999999999998e-23,0.0001,0.1389,0.8607,1287.6742,4276.4103,109.4072,960.6173,-4.368,7.44e-105,4.7e-10,0.1184,0.8587,0.8371,1299.4392,4265.1203,109.1009,2051.337,-47.064,2.3600000000000001e-125,1.1500000000000001e-35,3.3e-05,0.0257,0.8664,1284.557,75,1284.557,Mar-21,0.8664,Mar-21,Agree
Agg_fluorescent_noninfectious_agent,,14392.9184,154.2963,3643.3576,-587.3896,2.4000000000000003e-226,1.16e-11,0.0729,3.47e-18,0.625,1447.0062,14506.3932,142.9962,5163.9596,-494.6265,8.97e-198,4.93e-05,0.0063,1.64e-18,0.5729,1456.7566,14244.1248,167.6489,2380.5188,-610.3284,7.079999999999999e-221,2.9e-16,0.2902,1.68e-14,0.6249,1447.0234,75,1447.0062,Jan-21,0.625,Jan-21,Agree
Agg_fractures,,772.8599,-3.4725,271.9141,6.622,2.01e-11,0.5166,0.1561,0.457,0.1237,1120.2782,647.8974,9.0913,-187.6498,-0.6075,1.32e-07,0.323,0.3897,0.9535,0.1056,1121.8042,809.2836,-6.7362,509.0025,4.6888,5.73e-12,0.187,0.0024,0.5586,0.192,1114.1927,75,1114.1927,Mar-21,0.192,Mar-21,Agree
Agg_immunohistochemistry_stains,,48671.7582,613.4918,11808.7594,-502.0794,6.59e-251,3.36e-14,0.0031,0.0033,0.6892,1595.5422,48169.3419,670.2496,6851.0731,-343.9,1.56e-230,1.71e-07,0.1234,0.0652,0.6503,1604.3802,48746.9141,606.6447,13497.8934,-588.9697,4.0300000000000004e-271,4.09e-20,0.0006,0.0003,0.7068,1591.1693,75,1591.1693,Mar-21,0.7068,Mar-21,Agree
Agg_needle_EMG,,17775.6221,94.5601,3909.0965,-35.379,1.65e-182,0.0011,0.001,0.4885,0.582,1430.915,18202.2906,50.466,3118.8813,62.2469,4.4500000000000004e-173,0.3418,0.0296,0.3276,0.5553,1435.5598,17668.7531,104.2711,4154.5498,-66.2289,4.43e-183,3.13e-05,0.0008,0.2075,0.5917,1429.1573,75,1429.1573,Mar-21,0.5917,Mar-21,Agree
Agg_nerve_conduction,,10520.4636,24.2271,1846.7478,17.8794,1.48e-139,0.2535,0.0204,0.5925,0.4369,1359.5756,10787.9658,-3.5973,1460.3877,68.0733,1.93e-135,0.9172,0.0997,0.0855,0.4227,1361.4514,10500.4925,26.1122,2176.25,3.2297,2.05e-149,0.1384,0.0095,0.9233,0.4508,1357.6991,75,1357.6991,Mar-21,0.4508,Mar-21,Agree
Agg_neurobehavioral,,1624.0394,47.7262,164.7946,-34.8033,1.55e-19,3.8e-07,0.5627,0.0013,0.6334,1180.6203,1372.3333,74.8533,-421.219,-52.452,7.43e-09,3.7e-06,0.2196,0.0025,0.6398,1179.2894,1612.4804,48.7833,64.166,-35.7248,8.58e-20,2.71e-10,0.8092,0.0003,0.6329,1180.7304,75,1179.2894,Jun-20,0.6398,Jun-20,Agree
Agg_neurophysiologic/autonomic testing,,1100.5239,-21.4359,204.4154,6.6875,1.2799999999999999e-120,3.3000000000000004e-26,0.0146,0.0338,0.8383,972.4199,1150.8376,-26.5501,180.2102,13.8484,1.83e-148,4.44e-22,0.0185,6.84e-06,0.8384,972.3649,1079.486,-19.5547,168.7948,4.8214,6.17e-101,5.1e-19,0.0693,0.2038,0.8303,976.0375,75,972.3649,Jun-20,0.8384,Jun-20,Agree
Agg_pregnancy_test,,489552.6134,-259.9913,58532.9578,641.4922,0.0,0.5928,0.0022,0.4726,0.3343,1833.0322,473364.8291,1452.9337,-17414.2347,81.5234,0.0,0.03,0.3815,0.9339,0.2702,1839.9322,490414.3661,-334.1074,75879.8006,188.2871,0.0,0.4006,5.93e-06,0.8113,0.3852,1827.0669,75,1827.0669,Mar-21,0.3852,Mar-21,Agree
Agg_psychological_testing,,59870.7565,-417.2333,12602.8155,1380.6135,1.55e-49,0.1948,0.0339,9.08e-05,0.7134,1361.4544,58681.0,-68.3407,-7170.802,1199.7238,1.73e-39,0.8961,0.3057,0.0246,0.712,1361.7571,58539.3067,-228.8859,12743.514,1164.175,7.650000000000001e-49,0.4012,0.0239,0.0004,0.7078,1362.6818,63,1361.4544,Jan-21,0.7134,Jan-21,Agree
Agg_skin_biopsy,,12168.8212,-46.3463,3115.3991,76.7801,3.39e-106,0.0622,0.0008,0.0685,0.3345,1379.6124,12299.9573,-59.0735,1357.0422,131.4595,3.15e-92,0.141,0.1981,0.0072,0.2791,1385.6133,12172.1463,-46.6159,3963.4938,51.4367,3.87e-113,0.0274,2.6e-06,0.1734,0.385,1373.6927,75,1373.6927,Mar-21,0.385,Mar-21,Agree
